Level,AdventurerType,MaxCount
1,Mage,10602
1,Mage,10857
1,Mage,11826
1,Mage,15761
1,Mage,15795
1,Mage,17978
1,Mage,18011
1,Mage,20772
1,Mage,20880
1,Mage,29114
2,Mage,31929
1,Mage,38289
2,Mage,54376
2,Mage,56118
2,Mage,60231
2,Mage,63764
2,Mage,65263
2,Mage,66133
2,Mage,67796
2,Mage,67830
2,Mage,73372
2,Mage,78276
0,Mage,0
3,Mage,0
0,Mage,0
3,Mage,0
0,Mage,0
3,Mage,0
1,Mage,19640
0,Mage,0
3,Mage,0
1,Mage,14025
1,Mage,4540
0,Mage,0
3,Mage,0
0,Mage,0
3,Mage,0

